,n_estimators,learning_rate,max_depth,subsample,fitness
0,186,0.1714221799818567,5,0.3351618871777206,0.8695652173913043
1,186,0.13142217998185668,5,0.3351618871777206,0.872093023255814
2,176,0.13142217998185668,5,0.3351618871777206,0.8725985844287159
3,361,0.38043418879204216,8,0.6917018737859694,0.8766430738119313
4,361,0.3404341887920422,8,0.6917018737859694,0.8776541961577351
5,361,0.3404341887920422,8,0.7417018737859694,0.8816986855409504
6,361,0.3404341887920422,9,0.7417018737859694,0.8913043478260869
7,351,0.3404341887920422,9,0.7417018737859694,0.8918099089989889
8,341,0.3404341887920422,9,0.7417018737859694,0.8923154701718908
9,331,0.3404341887920422,9,0.7417018737859694,0.8928210313447927
10,907,0.12186601298729831,5,0.861662108003977,0.8933265925176946
11,897,0.12186601298729831,5,0.861662108003977,0.8938321536905965
12,572,0.4266720087785574,8,0.9875842537606445,0.8953488372093024
13,526,0.1400926228877312,10,0.990257622372401,0.8958543983822043
14,526,0.1400926228877312,11,0.990257622372401,0.8983822042467139
15,536,0.1400926228877312,11,0.990257622372401,0.8988877654196158
