,n_estimators,learning_rate,max_depth,subsample,fitness
0,576,0.18253308154243358,2,0.37973616453637005,0.7131838316048842
1,576,0.18253308154243358,3,0.37973616453637005,0.7446140838658277
2,576,0.18253308154243358,4,0.37973616453637005,0.7602940167352195
3,566,0.18253308154243358,4,0.37973616453637005,0.7619994388102778
4,556,0.18253308154243358,4,0.37973616453637005,0.7627205601071121
5,207,0.3465580866171694,12,0.5342201826351727,0.7688505826157649
6,993,0.4118938122051557,7,0.9728321711712348,0.7810279915543074
7,993,0.3718938122051557,7,0.9728321711712348,0.7931522896269174
8,973,0.3718938122051557,7,0.9728321711712348,0.7945303643724696
9,963,0.3718938122051557,7,0.9728321711712348,0.795529369416009
10,412,0.09299373657084406,6,0.7667694135480244,0.7979862682903504
11,412,0.09299373657084406,6,0.8167694135480245,0.8051350457458
12,643,0.07193847027434491,8,0.9460522266207808,0.8057239689701892
13,653,0.07193847027434491,8,0.9460522266207808,0.8075194535811775
14,653,0.07193847027434491,8,0.9960522266207809,0.8087205352009617
15,653,0.11193847027434492,8,0.9960522266207809,0.8087521196238631
16,643,0.11193847027434492,8,0.9960522266207809,0.8119457417222018
17,410,0.0731969196310839,11,0.9623228186612113,0.8137571092390843
