,n_estimators,learning_rate,max_depth,subsample,fitness
0,646,0.45142086521637953,3,0.4346361608197524,0.7100480717695853
1,646,0.45142086521637953,4,0.4346361608197524,0.7292607148547454
2,646,0.45142086521637953,4,0.4846361608197524,0.7352638263914131
3,646,0.45142086521637953,4,0.5346361608197524,0.7416378210224608
4,646,0.45142086521637953,5,0.5346361608197524,0.7468636732430658
5,666,0.45142086521637953,5,0.5346361608197524,0.7478565726341857
6,471,0.41252357733484574,12,0.440333996876274,0.7542955707534236
7,471,0.41252357733484574,12,0.490333996876274,0.759483149463503
8,481,0.41252357733484574,12,0.490333996876274,0.7597294990870842
9,613,0.26599642388884015,2,0.8556077183493395,0.7609781950333131
10,613,0.26599642388884015,3,0.8556077183493395,0.7697684403124913
11,613,0.26599642388884015,3,0.8056077183493394,0.7780360371893553
12,613,0.22599642388884014,3,0.8056077183493394,0.7790314974161807
13,212,0.4681123981974834,12,0.9306326276044738,0.7802537935541458
14,212,0.4281123981974834,12,0.9306326276044738,0.7854492238540741
15,212,0.38811239819748344,12,0.9306326276044738,0.7931522896269174
16,192,0.38811239819748344,12,0.9306326276044738,0.794735427929566
17,581,0.2925387126583588,6,0.9288511626109244,0.7963248987854251
18,591,0.2925387126583588,6,0.9288511626109244,0.7965284006885016
19,591,0.2925387126583588,7,0.9288511626109244,0.7975274581114955
20,591,0.09431605169178882,5,0.9263111719284213,0.7993511065593446
