,n_estimators,learning_rate,max_depth,subsample,fitness
0,336,0.2889330502294914,11,0.5174751882524559,0.872093023255814
1,336,0.3289330502294914,11,0.5174751882524559,0.8746208291203236
2,346,0.3289330502294914,11,0.5174751882524559,0.8756319514661274
3,346,0.3289330502294914,10,0.5174751882524559,0.8766430738119313
4,346,0.3289330502294914,10,0.4674751882524559,0.8791708796764408
5,398,0.15751109208131714,11,0.3714610250159312,0.8801820020222447
6,244,0.12232240739446308,11,0.8143382892473663,0.8943377148634984
7,234,0.12232240739446308,11,0.8143382892473663,0.8948432760364005
8,147,0.27479401121357727,10,0.8708330565503026,0.8953488372093024
9,137,0.27479401121357727,10,0.8708330565503026,0.8958543983822043
10,739,0.0331499036073292,9,0.6671059074315348,0.89737108190091
