,n_estimators,learning_rate,max_depth,subsample,fitness
0,235,0.3253681482659305,3,0.6431565435787124,0.764332995951417
1,245,0.3253681482659305,3,0.6431565435787124,0.7688505826157649
2,175,0.31946682321152964,4,0.9604065401002079,0.7720535312640576
3,175,0.31946682321152964,4,0.9104065401002078,0.7824582237850218
4,175,0.31946682321152964,4,0.8604065401002078,0.7863763807788515
5,965,0.18466359681514213,8,0.9738582490560952,0.7953577854893644
6,975,0.18466359681514213,8,0.9738582490560952,0.7973543913095763
7,975,0.22466359681514214,8,0.9738582490560952,0.7983261372114927
8,975,0.22466359681514214,7,0.9738582490560952,0.8025231709442237
9,695,0.012770262167855963,9,0.5322656754363598,0.8031376518218624
10,582,0.21345909999158122,7,0.811634021228384,0.807926186011887
11,562,0.21345909999158122,7,0.811634021228384,0.8085187935701794
12,347,0.08250163670822418,9,0.9472956057942659,0.8095181587922059
