,n_estimators,learning_rate,max_depth,subsample,fitness
0,298,0.478744391218127,8,0.4830768705446056,0.7209048102926822
1,298,0.478744391218127,8,0.5330768705446056,0.7433777332012346
2,298,0.478744391218127,8,0.5830768705446057,0.7558011507349673
3,288,0.478744391218127,8,0.5830768705446057,0.7565561968395976
4,456,0.18824363054845294,11,0.4362016562096868,0.7708413221872843
5,466,0.18824363054845294,11,0.4362016562096868,0.771610624904038
6,466,0.18824363054845294,12,0.4362016562096868,0.774282478855173
7,466,0.14824363054845294,12,0.4362016562096868,0.7755064725371786
8,466,0.10824363054845293,12,0.4362016562096868,0.7800269905533064
9,466,0.06824363054845292,12,0.4362016562096868,0.7829303200910931
10,466,0.06824363054845292,11,0.4362016562096868,0.7920000400849802
11,476,0.06824363054845292,11,0.4362016562096868,0.7929976733662506
12,262,0.43868924335462006,8,0.924480888571538,0.7939953353282874
13,227,0.41812601531291893,11,0.8568943673196054,0.7979862682903504
14,217,0.41812601531291893,11,0.8568943673196054,0.8014057250050459
15,197,0.41812601531291893,11,0.8568943673196054,0.8021898793347965
16,551,0.0662132213923378,8,0.7447234787770617,0.8029755697161234
17,551,0.026213221392337803,8,0.7447234787770617,0.8039304826726243
18,551,0.026213221392337803,8,0.7947234787770617,0.8057591291188985
